Vehicle_ID,Vehicle_Type,Fuel_Type,Route_Type,Vehicle_Age,Mileage,Usage_Hours,Driving_Score,Load_Capacity,Engine_Temperature,Tire_Pressure,Battery_Health,Fuel_Consumption_Before,Need_Maintenance,Service_Required,Breakdown_Risk,Vehicle_Health_Score,Estimated_Maintenance_Cost,Fuel_Consumption_After
VH03739,Truck,Electric,Urban,1,244558,4335,45,3967,118,33,38,15.11,1,Engine Service,Medium,41.29,7915,13.41
VH03740,Van,Petrol,Urban,14,175415,8346,73,1672,108,39,34,11.34,1,Battery Check,Medium,50.33,11866,9.8
VH03741,Truck,Hybrid,Highway,3,25040,3312,71,2827,83,37,44,8.35,0,No Service,Low,70.87,1872,6.89
VH03742,SUV,Petrol,Rural,2,106396,4269,55,3411,106,34,53,14.83,1,Oil Change,Medium,53.65,11730,14.12
VH03743,Truck,Petrol,Rural,3,167597,3306,77,2007,99,34,93,11.15,0,No Service,Low,68.3,1079,10.44
VH03744,Truck,Hybrid,Rural,14,48394,11247,47,2464,83,38,77,16.7,1,Oil Change,High,51.54,5595,16.08
VH03745,Truck,Petrol,Highway,5,100672,10236,60,3635,80,33,72,14.24,1,Oil Change,Medium,53.75,12632,12.59
VH03746,Truck,Electric,Rural,9,119042,741,96,4229,100,39,68,6.81,0,No Service,Low,70.22,1730,5.24
VH03747,Van,Diesel,Urban,2,92546,4939,50,1404,126,28,54,8.26,1,Engine Service,Medium,53.54,7808,6.46
VH03748,Van,Diesel,Rural,12,73989,6269,89,3699,97,35,34,8.44,0,No Service,Low,55.67,1904,6.96
VH03749,Sedan,Electric,Highway,11,49652,7755,62,2841,96,37,89,9.47,0,No Service,Low,62.47,1622,8.38
VH03750,SUV,Hybrid,Highway,15,87510,161,45,3898,72,31,36,13.66,1,Battery Check,Medium,47.16,8629,11.81
VH03751,Truck,Petrol,Rural,14,215474,1323,85,3351,75,28,47,16.63,1,Engine Service,Medium,46.56,3265,15.2
VH03752,Sedan,Electric,Highway,1,267674,10829,54,1645,108,37,35,12.72,1,Engine Service,Medium,48.45,5908,12.15
VH03753,Sedan,Diesel,Rural,11,93822,592,50,4094,88,29,41,14.77,1,Engine Service,Medium,45.19,18122,12.93
VH03754,Sedan,Diesel,Rural,6,156087,6922,66,883,110,30,62,9.12,0,No Service,Low,55.72,2712,7.31
VH03755,Van,Electric,Urban,3,66221,6711,54,2486,103,33,50,11.79,0,No Service,Low,55.66,1724,10.16
VH03756,Truck,Diesel,Highway,13,161767,1239,84,2830,97,29,87,11.55,0,No Service,Low,57.07,1567,9.66
VH03757,Truck,Electric,Urban,7,296949,5590,77,3311,81,29,71,14.11,1,Oil Change,Medium,49.2,8930,13.02
VH03758,SUV,Diesel,Highway,6,34190,6894,43,1466,108,33,75,11.73,0,No Service,Low,57.69,1701,9.97
VH03759,Truck,Electric,Rural,11,131154,1355,53,1118,79,39,32,9.35,0,No Service,Low,63.88,2233,7.45
VH03760,Truck,Petrol,Highway,7,17997,2595,84,1519,121,31,86,8.17,0,No Service,Low,68.3,1393,6.48
VH03761,Sedan,Petrol,Rural,13,134190,3385,49,2453,116,32,82,8.31,1,Oil Change,High,52.4,18534,6.71
VH03762,SUV,Petrol,Highway,13,40508,2355,96,4544,94,38,91,17.75,0,No Service,Low,63.04,2607,16.72
VH03763,Truck,Petrol,Urban,5,248200,9293,93,705,92,35,42,9.65,0,No Service,Low,60.53,1926,8.64
VH03764,Van,Diesel,Urban,1,20071,1225,68,4292,125,30,80,15.49,0,No Service,Low,56.7,2424,13.64
VH03765,Truck,Hybrid,Rural,14,114613,3981,51,1138,128,32,48,5.93,1,Battery Check,High,49.99,9752,5.16
VH03766,Sedan,Electric,Urban,3,96132,4205,95,4117,95,28,88,6.17,0,No Service,Low,66.71,2040,5.6
VH03767,Van,Hybrid,Rural,3,191166,11836,79,563,88,37,91,13.92,0,No Service,Low,66.04,2823,12.46
VH03768,Sedan,Diesel,Rural,7,133515,1246,59,3588,107,31,66,10.94,1,Engine Service,High,53.95,12329,9.94
VH03769,Truck,Diesel,Rural,15,188632,886,76,4332,89,32,44,16.45,1,Oil Change,Medium,44.4,8078,14.85
VH03770,Van,Hybrid,Highway,14,55924,10343,41,3676,114,31,99,16.21,1,Engine Service,High,40.28,18336,14.21
VH03771,SUV,Hybrid,Rural,13,233447,358,59,4428,121,39,41,14.82,1,Oil Change,High,43.39,15495,14.0
VH03772,SUV,Diesel,Urban,3,59264,3949,51,4191,113,36,79,15.6,0,No Service,Low,56.23,833,14.62
VH03773,Van,Diesel,Highway,11,77799,6530,77,4305,87,35,76,16.32,1,Engine Service,High,54.37,7067,14.92
VH03774,Van,Electric,Urban,5,231610,6274,69,4823,117,38,45,15.19,1,Engine Service,High,45.08,8679,13.69
VH03775,Sedan,Petrol,Rural,4,48022,4716,86,4523,80,39,45,11.85,0,No Service,Low,66.73,1492,9.86
VH03776,Van,Petrol,Rural,4,176651,8280,57,894,127,29,96,8.44,0,No Service,Low,55.41,2339,7.2
VH03777,Sedan,Electric,Urban,13,284715,815,89,1736,94,36,63,15.24,0,No Service,Low,57.03,2250,14.41
VH03778,Truck,Hybrid,Highway,7,92753,1743,49,3280,112,29,75,9.13,1,Oil Change,High,53.96,10505,7.31
VH03779,Sedan,Diesel,Urban,1,279371,223,46,2359,70,33,93,8.18,0,No Service,Low,68.72,2263,6.62
VH03780,Van,Hybrid,Rural,7,51189,1873,81,1520,101,29,78,7.23,0,No Service,Low,68.38,1217,5.8
VH03781,Van,Petrol,Highway,15,253330,9213,44,3972,102,33,50,13.15,1,Oil Change,Medium,32.66,13192,11.36
VH03782,Truck,Petrol,Rural,8,182855,2277,87,3269,76,33,82,8.15,0,No Service,Low,67.66,698,7.54
VH03783,Van,Hybrid,Rural,3,110822,6989,68,832,100,38,91,9.87,0,No Service,Low,72.41,2502,8.69
VH03784,Van,Petrol,Urban,15,95587,1603,90,4925,95,34,83,14.22,0,No Service,Low,56.23,2915,12.38
VH03785,SUV,Diesel,Rural,3,169951,5761,74,3457,76,37,32,15.32,0,No Service,Low,57.0,735,14.7
VH03786,SUV,Electric,Urban,4,20015,7194,78,1788,105,32,82,9.09,0,No Service,Low,67.22,1303,7.73
VH03787,Truck,Hybrid,Highway,15,224033,10144,90,2718,115,39,41,15.96,1,Battery Check,High,43.26,3282,14.99
VH03788,Sedan,Diesel,Rural,13,162568,2224,51,2548,93,30,67,5.75,1,Battery Check,High,54.4,11209,4.4
VH03789,SUV,Diesel,Rural,6,132146,3354,49,1375,74,39,47,17.82,0,No Service,Low,60.99,1636,17.17
VH03790,Sedan,Petrol,Highway,14,158839,2513,76,3408,91,29,64,10.42,1,Engine Service,High,51.3,5568,9.11
VH03791,Van,Diesel,Urban,7,36467,4487,41,2788,113,31,99,9.22,0,No Service,Low,58.39,886,7.96
VH03792,SUV,Hybrid,Rural,1,279262,6189,42,4356,105,39,46,17.01,1,Engine Service,High,44.51,17322,16.41
VH03793,Truck,Diesel,Highway,15,73884,5933,53,4552,72,28,50,6.72,1,Oil Change,Medium,47.33,4383,5.87
VH03794,Truck,Electric,Rural,13,152285,256,86,2688,119,38,99,9.65,0,No Service,Low,66.53,1003,8.95
VH03795,Truck,Diesel,Urban,4,107021,9415,59,3904,125,39,76,9.67,0,No Service,Low,56.09,2103,8.45
VH03796,SUV,Diesel,Urban,12,222109,5103,84,4986,128,29,66,10.52,1,Oil Change,Medium,40.16,7932,9.59
VH03797,Sedan,Electric,Urban,7,149940,5853,88,1578,106,35,83,16.03,0,No Service,Low,61.25,2389,14.75
VH03798,Van,Diesel,Urban,11,61716,1017,91,1855,127,32,44,16.04,1,Oil Change,Medium,53.45,6617,14.7
VH03799,Sedan,Diesel,Highway,2,127891,6353,43,769,107,32,40,12.69,1,Engine Service,High,52.77,12511,12.18
VH03800,Sedan,Petrol,Rural,1,10357,1802,90,4957,115,30,38,17.89,1,Engine Service,Medium,52.56,13965,16.09
VH03801,Van,Hybrid,Highway,1,244788,1765,65,4740,75,38,97,15.97,0,No Service,Low,64.83,1684,15.25
VH03802,Van,Petrol,Urban,10,132771,5489,86,1088,121,28,32,13.85,1,Battery Check,Medium,46.13,12515,12.09
VH03803,SUV,Hybrid,Urban,14,137617,7263,54,1652,94,33,42,7.59,1,Oil Change,High,50.33,13532,6.28
VH03804,SUV,Electric,Urban,14,11593,5907,48,874,92,39,35,12.15,0,No Service,Low,57.8,2073,11.3
VH03805,SUV,Electric,Urban,6,14602,2211,42,2146,81,28,30,7.78,0,No Service,Low,57.17,1051,6.11
VH03806,SUV,Electric,Rural,12,269549,3814,41,3572,97,31,34,8.92,1,Battery Check,Medium,39.13,3187,7.45
VH03807,SUV,Hybrid,Urban,5,216185,10846,78,3938,127,31,95,13.92,1,Oil Change,Medium,45.43,8540,12.44
VH03808,Van,Hybrid,Rural,1,120903,7083,80,3085,113,38,70,7.4,0,No Service,Low,67.1,2195,6.43
VH03809,Sedan,Hybrid,Urban,10,105865,5210,93,2151,109,30,79,6.18,0,No Service,Low,62.69,791,5.08
VH03810,SUV,Electric,Rural,3,283087,11316,69,3605,101,31,36,11.91,1,Battery Check,High,40.77,7139,10.61
VH03811,SUV,Hybrid,Rural,15,139459,11128,76,4913,124,33,50,5.01,1,Engine Service,High,40.84,10521,3.96
VH03812,Sedan,Diesel,Urban,11,92169,2497,56,4315,121,33,82,12.92,1,Engine Service,High,49.59,13104,11.87
VH03813,SUV,Petrol,Highway,7,54053,10486,42,3110,94,38,49,16.72,1,Battery Check,High,48.77,8726,14.95
VH03814,Sedan,Electric,Highway,12,180460,5554,48,3782,103,33,94,7.47,1,Battery Check,High,52.07,7288,5.53
VH03815,Sedan,Petrol,Highway,9,232779,1655,47,2250,99,33,61,9.98,1,Engine Service,High,52.89,15485,8.75
VH03816,Van,Diesel,Highway,13,212477,11917,48,3100,106,31,35,16.91,1,Battery Check,High,28.28,13300,15.12
VH03817,Truck,Hybrid,Highway,9,265881,11201,95,4906,87,38,70,14.15,1,Engine Service,High,50.63,16894,12.45
VH03818,Van,Petrol,Urban,15,81507,4602,56,3471,125,34,62,6.76,1,Engine Service,Medium,49.28,17240,5.53
VH03819,Truck,Diesel,Urban,6,212576,443,63,4689,126,34,54,9.97,1,Oil Change,Medium,49.36,8845,8.47
VH03820,Truck,Diesel,Urban,3,227861,1644,47,4784,104,29,53,14.83,1,Oil Change,High,42.34,5636,14.23
VH03821,Truck,Petrol,Urban,1,232549,4096,92,2241,117,39,41,13.64,0,No Service,Low,60.89,2262,12.18
VH03822,SUV,Electric,Urban,3,197729,6948,53,4085,106,33,66,7.02,1,Battery Check,High,52.68,18654,6.16
VH03823,Van,Petrol,Urban,10,214255,11110,93,2014,110,32,79,5.81,0,No Service,Low,56.23,1423,3.91
VH03824,Truck,Electric,Rural,2,193102,8330,55,4324,75,37,38,13.86,1,Engine Service,High,51.77,5679,12.36
VH03825,Sedan,Hybrid,Rural,11,178981,4482,57,4341,88,28,96,12.92,1,Engine Service,Medium,48.12,17309,11.49
VH03826,SUV,Electric,Urban,5,266219,8146,88,4689,91,30,33,5.77,1,Oil Change,Medium,48.47,6377,3.91
VH03827,Van,Hybrid,Urban,8,137210,5086,63,2861,126,36,83,17.67,1,Engine Service,Medium,50.79,15446,16.05
VH03828,Truck,Petrol,Rural,5,94124,3523,78,2466,101,38,35,8.28,0,No Service,Low,65.47,1422,7.15
VH03829,Sedan,Hybrid,Rural,1,25473,9320,91,4144,96,36,95,10.02,0,No Service,Low,70.69,1658,8.34
VH03830,Van,Diesel,Urban,3,91697,335,86,859,128,37,66,7.31,0,No Service,Low,74.35,763,5.41
VH03831,Van,Hybrid,Rural,12,30063,8093,66,1481,85,36,74,15.77,0,No Service,Low,59.78,1737,13.86
VH03832,SUV,Electric,Highway,5,268689,9260,67,2309,95,38,43,17.51,1,Battery Check,Medium,48.19,12729,16.64
VH03833,Van,Electric,Highway,7,88444,5324,46,4993,108,37,72,7.77,0,No Service,Low,55.35,2329,6.45
VH03834,SUV,Electric,Highway,5,21850,1330,73,893,73,32,95,8.68,0,No Service,Low,80.14,953,6.99
VH03835,Truck,Hybrid,Rural,14,273128,338,66,1879,85,33,36,14.18,1,Battery Check,High,48.59,7205,12.21
VH03836,SUV,Electric,Urban,10,60450,10146,73,547,121,36,84,11.86,0,No Service,Low,60.05,2818,11.23
VH03837,Sedan,Electric,Urban,5,197772,5024,78,1955,118,31,66,6.37,0,No Service,Low,58.5,744,4.71
VH03838,SUV,Diesel,Urban,7,82723,151,58,3248,88,38,45,17.07,0,No Service,Low,59.03,2156,15.9
VH03839,Sedan,Hybrid,Rural,13,103392,10447,45,2600,97,31,46,12.94,1,Battery Check,High,40.05,19456,11.18
VH03840,SUV,Diesel,Rural,15,30339,9672,69,2788,126,39,30,8.92,1,Oil Change,Medium,48.58,5461,7.29
VH03841,Van,Electric,Highway,8,119149,1156,67,3630,86,36,31,11.37,0,No Service,Low,57.78,2240,10.19
VH03842,Truck,Electric,Rural,14,48481,8313,51,1709,114,39,62,11.5,1,Engine Service,Medium,53.84,5621,9.61
VH03843,Sedan,Electric,Highway,8,205423,8598,54,1664,71,34,42,11.83,1,Battery Check,Medium,52.68,8729,10.78
VH03844,SUV,Hybrid,Highway,7,193911,7709,84,2522,71,33,94,11.46,0,No Service,Low,64.62,2027,10.37
VH03845,SUV,Petrol,Urban,13,189359,2709,78,1580,93,37,80,12.3,0,No Service,Low,63.0,1542,10.67
VH03846,SUV,Electric,Rural,14,70306,3700,78,4039,123,33,62,10.11,1,Oil Change,Medium,50.45,7815,9.22
VH03847,Van,Electric,Urban,3,250514,2065,54,2203,124,32,32,6.9,1,Battery Check,High,50.53,19575,5.24
VH03848,Van,Electric,Urban,11,35435,6632,97,3911,96,39,89,13.64,0,No Service,Low,66.07,1639,11.94
VH03849,Sedan,Electric,Rural,2,40837,3678,75,2037,73,38,73,15.3,0,No Service,Low,74.62,2493,13.72
VH03850,Sedan,Hybrid,Rural,1,245909,5661,42,2729,117,31,34,15.93,1,Oil Change,Medium,39.51,8673,14.87
VH03851,Van,Petrol,Highway,6,45495,2643,40,1825,128,30,76,5.29,0,No Service,Low,58.56,2025,4.08
VH03852,Sedan,Petrol,Highway,13,49760,604,46,682,105,34,72,10.26,0,No Service,Low,61.81,1204,8.93
VH03853,Truck,Petrol,Highway,9,122489,8428,48,4527,89,32,76,17.72,1,Engine Service,High,43.11,3661,17.03
VH03854,Truck,Electric,Highway,3,32084,5184,40,2033,81,29,35,5.81,0,No Service,Low,59.28,2114,4.76
VH03855,Van,Electric,Urban,5,178530,9594,44,3985,123,30,89,15.21,1,Battery Check,Medium,39.81,19231,14.47
VH03856,Sedan,Petrol,Urban,9,69351,4114,86,655,97,32,65,6.64,0,No Service,Low,69.19,979,5.72
VH03857,SUV,Petrol,Rural,14,188633,6407,75,2644,129,36,66,15.72,1,Battery Check,Medium,44.66,4606,13.87
VH03858,Truck,Electric,Highway,14,267153,3714,49,1892,98,39,35,13.74,1,Engine Service,High,46.5,12846,13.15
VH03859,Van,Electric,Highway,9,191275,5242,41,1357,121,33,59,14.43,1,Oil Change,Medium,44.83,15235,13.09
VH03860,Sedan,Diesel,Highway,7,239096,6171,62,4777,115,38,39,17.71,1,Engine Service,Medium,39.93,12632,16.55
VH03861,Van,Diesel,Urban,14,280964,4906,78,4507,102,29,57,17.21,1,Engine Service,Medium,34.87,12672,15.71
VH03862,SUV,Diesel,Rural,4,67232,606,68,3479,118,35,35,8.96,0,No Service,Low,59.49,1500,7.01
VH03863,Truck,Petrol,Urban,11,18058,9825,95,4167,125,39,53,9.88,0,No Service,Low,55.84,1147,8.69
VH03864,Van,Hybrid,Rural,2,177814,11933,58,4903,87,33,81,10.29,1,Engine Service,Medium,51.8,19849,9.04
VH03865,Van,Electric,Rural,2,134063,4103,77,2199,81,33,97,7.35,0,No Service,Low,74.73,2934,6.67
VH03866,Van,Diesel,Urban,4,82195,8999,86,4116,126,35,74,9.95,0,No Service,Low,57.09,1168,8.09
VH03867,SUV,Hybrid,Urban,1,198052,9915,59,2600,79,34,56,17.73,1,Oil Change,High,51.73,12926,16.64
VH03868,Van,Electric,Rural,14,80377,7711,51,2763,93,32,97,11.36,1,Oil Change,High,53.28,17090,10.8
VH03869,SUV,Hybrid,Urban,4,159407,10620,50,1213,116,38,42,17.38,1,Battery Check,High,47.48,18097,16.09
VH03870,SUV,Petrol,Urban,12,210032,11306,74,2585,86,36,48,5.93,1,Battery Check,Medium,53.41,15608,4.16
VH03871,SUV,Petrol,Rural,14,57501,1807,91,1951,127,28,62,5.51,0,No Service,Low,57.65,2203,4.12
VH03872,Truck,Petrol,Rural,11,24538,8593,99,1897,112,31,42,12.48,1,Engine Service,Medium,53.71,16447,11.08
VH03873,Truck,Diesel,Highway,6,125859,2544,88,924,101,37,36,14.57,0,No Service,Low,64.01,1235,14.04
VH03874,Van,Electric,Urban,6,13769,8609,46,1528,125,39,62,7.83,0,No Service,Low,61.02,1987,5.87
VH03875,Van,Petrol,Rural,7,110614,6006,62,1190,94,38,61,11.54,0,No Service,Low,63.96,525,10.43
VH03876,Truck,Diesel,Urban,5,62219,3055,94,4510,121,36,74,16.35,0,No Service,Low,59.37,532,15.64
VH03877,Sedan,Diesel,Urban,9,100987,3027,89,4079,76,29,85,14.9,0,No Service,Low,59.28,2386,14.19
VH03878,Truck,Diesel,Rural,2,230203,957,56,3327,89,30,75,8.01,0,No Service,Low,60.2,2235,6.51
VH03879,SUV,Diesel,Highway,2,204474,2820,87,4024,98,30,48,9.35,0,No Service,Low,56.76,1391,8.2
VH03880,Truck,Petrol,Rural,4,127290,3122,96,699,88,33,63,8.98,0,No Service,Low,73.54,1876,8.39
VH03881,SUV,Diesel,Rural,15,227006,8968,41,1275,80,30,92,14.35,1,Engine Service,High,45.42,3851,13.72
VH03882,Van,Petrol,Urban,4,10503,478,44,725,102,30,99,17.59,0,No Service,Low,64.41,2292,16.45
VH03883,Sedan,Petrol,Highway,4,182117,8508,60,2565,119,32,83,8.64,1,Battery Check,High,53.87,7750,6.95
VH03884,Van,Diesel,Rural,1,285720,11992,52,2278,124,30,84,12.65,1,Engine Service,High,43.19,7403,11.93
VH03885,SUV,Petrol,Urban,4,201567,11188,50,1128,123,32,79,17.85,1,Battery Check,Medium,44.1,8955,17.18
VH03886,SUV,Electric,Rural,12,284028,6158,63,2557,84,30,94,7.05,1,Oil Change,Medium,54.07,15161,5.84
VH03887,SUV,Electric,Urban,5,140037,7518,72,540,100,29,74,13.57,0,No Service,Low,57.37,1104,12.28
VH03888,Sedan,Hybrid,Rural,9,166277,5063,66,2591,82,35,59,9.32,0,No Service,Low,59.7,2496,8.05
VH03889,Truck,Electric,Highway,3,132111,4951,94,2744,125,30,90,17.89,0,No Service,Low,55.72,770,16.64
VH03890,Van,Petrol,Rural,15,273412,3089,74,798,128,33,88,6.41,0,No Service,Low,55.54,2180,4.58
VH03891,Van,Petrol,Urban,3,71939,3930,57,4804,117,38,31,10.87,1,Engine Service,Medium,53.29,12460,9.78
VH03892,Truck,Electric,Rural,14,88281,11948,60,958,88,29,59,8.31,1,Engine Service,High,49.94,4606,7.76
VH03893,Van,Diesel,Highway,5,218569,5503,43,1378,75,28,75,5.41,0,No Service,Low,59.33,2854,4.9
VH03894,Sedan,Diesel,Highway,10,182784,9798,80,2310,97,35,97,17.53,1,Battery Check,Medium,54.08,11072,16.42
VH03895,Van,Petrol,Highway,6,137744,6950,71,1288,91,39,48,12.39,0,No Service,Low,63.14,1053,10.55
VH03896,SUV,Diesel,Highway,3,114894,9582,82,4395,97,30,34,14.11,1,Battery Check,Medium,46.26,13539,12.54
VH03897,Truck,Hybrid,Urban,1,258160,2039,88,882,85,29,86,13.06,0,No Service,Low,67.38,2914,11.71
VH03898,Sedan,Hybrid,Rural,10,200286,4794,50,1950,119,29,92,6.93,1,Engine Service,Medium,51.64,4230,5.38
VH03899,Truck,Electric,Highway,8,214234,7425,42,3915,102,32,81,7.22,1,Engine Service,High,48.45,10239,6.47
VH03900,Sedan,Electric,Rural,12,73412,7815,90,3095,119,33,88,13.14,1,Engine Service,Medium,54.56,15876,12.19
VH03901,SUV,Diesel,Urban,1,186353,8527,91,4089,110,38,89,15.14,0,No Service,Low,60.57,1144,13.45
VH03902,Truck,Petrol,Rural,2,169475,10075,94,829,114,29,49,12.94,1,Engine Service,High,53.92,7118,12.43
VH03903,Van,Electric,Rural,3,104568,7727,60,3554,117,33,62,12.41,1,Engine Service,High,51.02,10278,11.46
VH03904,Sedan,Hybrid,Highway,6,169855,4295,82,3035,123,28,41,14.7,1,Engine Service,Medium,44.03,16208,12.77
VH03905,Truck,Electric,Highway,4,209227,2886,97,1519,120,36,50,8.17,0,No Service,Low,65.3,1221,6.75
VH03906,Van,Electric,Urban,4,76883,1477,53,4008,95,31,85,14.51,0,No Service,Low,57.94,568,12.91
VH03907,Truck,Hybrid,Rural,15,131501,2855,45,4321,92,32,52,10.35,1,Oil Change,High,44.83,9453,9.25
VH03908,Truck,Petrol,Urban,9,299932,2183,90,2327,70,30,49,13.76,1,Oil Change,Medium,54.78,10154,13.11
VH03909,Truck,Electric,Urban,6,109214,4509,92,4611,98,33,78,8.57,0,No Service,Low,62.99,2142,7.05
VH03910,Sedan,Electric,Urban,12,17166,6670,68,1119,77,28,76,6.79,0,No Service,Low,63.85,1987,5.65
VH03911,Van,Electric,Highway,2,206513,4712,70,1188,111,34,99,5.38,0,No Service,Low,70.4,1380,4.66
VH03912,SUV,Diesel,Highway,7,272547,6207,86,2612,108,35,74,15.45,1,Engine Service,High,52.89,19758,13.6
VH03913,Sedan,Electric,Rural,15,37224,10992,67,1319,72,30,64,7.56,0,No Service,Low,57.1,1778,6.68
VH03914,Sedan,Hybrid,Rural,13,224682,4204,82,2751,82,29,56,9.73,1,Oil Change,Medium,51.7,18536,8.7
VH03915,Sedan,Petrol,Rural,3,13485,3649,89,2801,89,39,76,15.0,0,No Service,Low,74.42,1591,14.18
VH03916,SUV,Petrol,Highway,9,75491,4252,75,4143,112,31,61,10.85,1,Oil Change,Medium,51.97,11636,9.76
VH03917,Van,Hybrid,Highway,6,286406,10622,67,3160,124,35,58,7.83,1,Oil Change,High,45.81,12060,6.41
VH03918,Van,Diesel,Urban,8,269047,7757,58,2742,121,38,82,7.53,1,Oil Change,Medium,53.74,4111,6.72
VH03919,Van,Hybrid,Highway,13,204251,5578,42,2798,74,35,85,10.3,1,Oil Change,High,54.94,17938,9.26
VH03920,Truck,Petrol,Urban,13,256282,10303,51,4054,114,39,72,12.35,1,Battery Check,Medium,41.3,18708,11.83
VH03921,Truck,Hybrid,Urban,1,227437,2741,75,1454,81,38,33,10.1,0,No Service,Low,67.83,1248,9.36
VH03922,Truck,Diesel,Highway,2,138716,5125,63,4441,117,35,93,16.76,1,Oil Change,High,54.24,14995,14.9
VH03923,SUV,Petrol,Urban,6,131774,7864,51,4870,86,29,52,5.05,1,Oil Change,High,49.2,16534,3.6
VH03924,Truck,Diesel,Urban,3,44328,2212,63,1747,83,31,89,10.23,0,No Service,Low,71.8,1967,8.97
VH03925,SUV,Hybrid,Rural,1,172704,3600,40,1773,122,37,59,14.66,1,Battery Check,Medium,54.76,12970,13.38
VH03926,Van,Electric,Urban,6,213762,6087,67,512,95,28,72,16.58,1,Oil Change,High,51.86,6863,15.12
VH03927,Truck,Hybrid,Highway,5,206019,7724,55,2739,99,38,77,9.66,0,No Service,Low,58.95,1322,8.84
VH03928,Truck,Diesel,Highway,13,218693,9301,60,1197,111,34,36,13.76,1,Battery Check,Medium,40.98,11348,13.21
VH03929,Sedan,Hybrid,Urban,9,233852,1729,69,2566,114,37,60,12.54,1,Engine Service,High,54.79,5953,11.43
VH03930,SUV,Electric,Rural,6,15327,11411,73,2886,101,33,48,7.62,0,No Service,Low,56.92,2408,5.76
VH03931,Van,Diesel,Highway,5,202318,9141,65,2573,99,38,81,13.85,0,No Service,Low,57.3,1433,12.59
VH03932,Sedan,Hybrid,Highway,1,92675,7461,93,3577,81,34,97,8.24,0,No Service,Low,73.91,2067,6.42
VH03933,Sedan,Diesel,Rural,15,232483,6360,74,3712,105,37,35,15.19,1,Oil Change,High,40.83,13707,14.5
VH03934,Van,Diesel,Urban,1,159877,7022,70,4313,88,39,89,16.26,0,No Service,Low,62.46,2772,15.35
VH03935,Sedan,Petrol,Highway,11,240974,11159,99,1550,113,32,41,11.22,1,Oil Change,Medium,46.42,12830,9.76
VH03936,SUV,Petrol,Urban,1,38855,7266,55,2652,94,33,67,5.7,0,No Service,Low,66.04,2270,5.17
VH03937,SUV,Diesel,Urban,7,276271,10331,97,4427,102,39,42,14.59,1,Engine Service,Medium,47.81,10934,13.86
VH03938,Truck,Hybrid,Urban,6,131704,11527,81,3331,111,33,57,11.07,1,Battery Check,High,50.12,15605,10.41
VH03939,Sedan,Hybrid,Urban,14,285117,578,68,2850,90,33,34,6.23,1,Oil Change,High,51.14,3276,4.95
VH03940,Truck,Hybrid,Highway,5,223453,1410,68,3648,127,36,75,9.3,0,No Service,Low,57.25,697,7.48
VH03941,Sedan,Electric,Rural,4,189159,2243,48,3589,71,31,75,8.78,0,No Service,Low,60.54,1964,8.27
VH03942,SUV,Diesel,Highway,11,37281,513,53,4141,106,29,56,14.44,1,Engine Service,Medium,46.99,17900,13.86
VH03943,SUV,Diesel,Rural,14,157621,9948,96,3189,90,36,55,10.51,1,Battery Check,Medium,54.13,9288,9.02
VH03944,SUV,Electric,Urban,13,136566,10923,47,673,95,37,91,12.63,0,No Service,Low,55.69,2822,11.58
VH03945,Sedan,Diesel,Rural,13,37623,4036,41,1924,101,34,97,11.51,0,No Service,Low,59.07,2439,9.67
VH03946,SUV,Diesel,Urban,11,241104,8287,50,4403,96,32,41,14.42,1,Engine Service,Medium,34.61,10785,13.11
VH03947,Sedan,Electric,Highway,8,99616,1494,41,948,86,33,81,14.33,0,No Service,Low,61.96,1292,13.75
VH03948,Truck,Petrol,Highway,11,145769,2723,98,1950,73,38,66,10.83,0,No Service,Low,71.89,1365,10.32
VH03949,Sedan,Diesel,Rural,8,287874,2390,86,4673,108,34,54,6.76,1,Oil Change,High,53.16,13431,5.6
VH03950,Truck,Electric,Urban,5,169317,738,57,2986,84,32,68,10.3,0,No Service,Low,61.16,2003,9.21
VH03951,Sedan,Hybrid,Urban,15,41313,11736,44,1281,102,32,96,7.08,1,Engine Service,High,54.26,7781,5.86
VH03952,Truck,Petrol,Rural,4,225165,452,99,4068,129,33,48,17.47,1,Engine Service,High,49.77,7651,16.32
VH03953,SUV,Hybrid,Urban,15,63595,11440,97,671,83,35,53,17.35,0,No Service,Low,55.89,698,15.95
VH03954,Truck,Diesel,Urban,2,39908,11880,96,4269,95,29,80,10.94,0,No Service,Low,58.82,1823,9.09
VH03955,SUV,Petrol,Urban,7,47289,239,46,2908,116,38,74,5.36,0,No Service,Low,67.37,1780,3.73
VH03956,SUV,Electric,Highway,5,203782,8543,62,2783,71,37,37,9.87,0,No Service,Low,57.3,2754,8.58
VH03957,Truck,Diesel,Highway,3,149911,8960,58,932,89,36,74,16.64,0,No Service,Low,59.87,2368,15.34
VH03958,Sedan,Electric,Highway,9,106541,3942,58,3285,95,37,31,8.74,0,No Service,Low,55.8,576,6.77
VH03959,Sedan,Petrol,Urban,9,209910,8608,97,2359,71,32,59,13.09,0,No Service,Low,57.22,1179,11.17
VH03960,Van,Hybrid,Highway,11,149583,4118,87,1850,117,31,96,7.39,0,No Service,Low,62.12,2436,6.66
VH03961,Sedan,Diesel,Urban,15,96527,3026,58,4419,71,35,74,15.73,1,Battery Check,High,53.22,10891,14.27
VH03962,Van,Diesel,Urban,11,140568,6992,88,3174,117,31,55,16.59,1,Engine Service,High,44.22,5430,15.63
